CustomerID,City,StateProvinceName,Age,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer,AvgMonthSpend,Education
26113,177,5,51,4,0,1,1,2,0,135997,1,54.2,4.0
15865,187,6,33,1,0,1,0,1,0,57770,0,49.68,1.0
25060,82,6,31,3,1,1,0,1,0,113290,0,54.55,3.0
17902,237,37,62,2,0,0,1,1,1,81214,0,54.11,2.0
27898,212,53,44,2,0,0,1,2,0,80624,0,49.58,3.0
19921,165,13,58,3,0,1,1,2,0,106908,0,53.03,3.0
21186,35,36,39,1,1,1,0,1,0,51796,0,56.24,3.0
19129,149,6,34,2,1,0,1,2,1,80764,1,52.27,4.0
25626,107,8,40,0,0,0,0,0,0,35297,0,47.28,0.0
15009,200,51,27,2,0,1,0,1,0,78604,0,51.54,2.0
22070,77,6,41,3,1,0,1,3,0,102869,0,57.71,3.0
13303,177,5,49,1,1,0,1,1,1,62293,1,54.24,1.0
27822,268,8,42,0,1,1,0,1,0,34607,1,48.11,2.0
14908,34,51,48,1,0,0,1,2,1,53042,1,50.06,2.0
27981,156,49,33,3,0,1,0,1,0,106195,0,55.41,3.0
15995,90,6,52,3,0,0,1,2,0,106360,1,51.7,2.0
23808,145,6,46,3,1,0,1,2,1,110288,1,54.03,2.0
18679,202,51,32,3,1,1,0,1,0,112590,1,52.71,4.0
23721,90,6,55,0,1,0,1,0,1,30844,1,52.73,2.0
21351,132,6,64,3,1,0,1,2,0,109611,0,51.0,4.0
17867,230,5,37,3,0,1,1,2,0,111685,1,52.96,2.0
16907,168,6,65,0,0,1,1,0,1,30259,1,49.14,4.0
20288,123,6,28,2,1,1,0,2,0,82339,0,52.62,2.0
22874,37,51,43,2,1,1,1,1,0,87633,1,61.12,1.0
20681,38,6,35,2,1,1,0,1,0,80782,1,51.66,4.0
15370,138,34,48,1,0,0,1,1,0,57125,1,48.74,2.0
22593,251,29,44,1,1,1,0,2,0,56092,1,50.33,3.0
11884,0,51,45,4,0,0,1,2,0,131943,1,52.71,4.0
25021,75,27,54,1,1,0,1,2,0,52627,0,50.78,0.0
15982,15,6,44,0,1,0,1,1,0,26331,0,53.52,2.0
19088,85,49,30,0,1,1,0,1,0,27908,0,48.73,3.0
19331,14,13,39,1,1,1,0,1,0,56751,0,60.78,1.0
16587,229,30,51,0,1,0,1,1,1,32619,1,57.06,3.0
11260,38,6,39,3,0,0,1,3,0,105983,0,51.26,3.0
18687,38,6,33,4,0,0,1,1,1,128877,1,52.95,4.0
25906,103,42,60,1,0,1,1,2,1,55000,1,49.93,1.0
22969,173,5,29,1,0,1,0,1,0,50910,0,48.8,1.0
29397,189,38,39,1,1,0,1,2,1,57493,1,52.42,2.0
25702,101,13,62,2,0,1,1,0,1,82095,1,53.16,2.0
12346,228,27,29,4,1,1,0,2,0,136001,0,56.7,3.0
18272,137,27,37,3,0,0,1,3,0,104443,1,51.04,3.0
25159,225,51,40,1,0,1,0,1,0,59013,0,49.99,2.0
25368,225,51,45,1,1,1,0,1,0,54240,0,56.33,2.0
13369,96,51,57,3,0,0,1,3,0,103150,1,50.8,3.0
18059,254,51,44,3,0,0,1,3,1,108823,1,53.12,2.0
12522,188,39,28,2,0,1,0,2,0,77300,0,53.95,1.0
16375,233,6,47,2,0,0,1,2,0,82308,1,49.8,2.0
17683,145,6,46,4,0,1,1,1,0,129719,0,56.22,4.0
14990,140,30,28,0,1,1,0,0,0,36588,0,46.38,2.0
29201,11,6,47,2,0,1,1,3,0,81053,0,50.38,2.0
15111,189,38,53,0,0,0,1,0,2,35160,1,48.62,1.0
25772,165,30,48,1,1,1,1,1,0,57655,0,57.32,1.0
12178,197,34,50,1,1,0,1,2,1,61513,1,57.36,0.0
14083,129,51,24,1,1,0,0,0,0,57933,1,48.84,1.0
14281,247,5,31,3,1,1,0,2,0,104429,1,54.84,3.0
19895,36,6,52,0,1,0,1,0,0,32494,1,52.5,1.0
11137,232,51,26,1,0,0,0,2,0,51293,0,48.28,1.0
19042,89,15,59,2,1,0,1,3,1,78805,1,49.99,2.0
14690,99,3,24,0,1,1,0,1,0,33244,0,48.21,0.0
20331,9,51,42,0,1,0,1,1,1,30115,1,59.27,2.0
16928,112,27,58,1,1,1,1,1,1,55404,1,50.3,2.0
12013,239,49,51,0,0,1,0,0,0,34165,0,47.46,2.0
17530,198,51,48,1,1,0,1,2,1,57132,1,53.79,1.0
27131,161,8,35,4,1,1,1,2,0,132560,0,52.2,4.0
26110,37,51,50,1,1,0,1,1,1,53062,1,54.72,1.0
13343,261,5,62,2,0,0,1,0,1,79950,1,52.93,3.0
29138,265,6,41,2,1,0,1,2,0,83167,1,57.56,3.0
22522,169,37,42,2,1,1,1,0,0,77729,1,51.78,2.0
18161,55,47,51,1,0,0,1,1,1,54058,1,48.36,2.0
27571,77,6,45,2,0,0,1,1,0,87071,1,50.5,4.0
16500,202,51,29,0,0,1,0,0,0,26818,0,47.15,1.0
14881,34,51,51,1,1,0,1,0,0,52630,1,49.83,3.0
26384,189,38,48,2,1,0,1,2,0,83410,1,54.85,2.0
26162,88,27,44,2,0,0,1,2,1,83299,1,51.33,2.0
27398,244,6,61,1,0,1,1,1,1,54201,0,50.72,3.0
13710,177,5,38,4,0,1,1,2,0,133136,1,53.04,4.0
21252,157,5,25,1,1,1,0,2,0,60371,1,51.53,0.0
14911,261,5,47,1,0,0,1,1,1,55220,1,48.65,2.0
22102,215,34,44,2,1,0,1,1,0,85098,0,53.81,2.0
28082,198,51,36,4,1,1,1,2,0,129013,1,54.8,3.0
29044,197,34,36,3,0,1,0,2,0,106013,1,55.82,3.0
26800,90,6,28,2,0,1,0,2,0,77922,1,51.39,2.0
16392,79,11,36,3,0,0,1,3,0,104734,0,51.2,4.0
11961,11,6,31,2,0,1,0,2,0,83202,0,53.98,2.0
25001,241,27,60,1,1,0,1,1,1,61391,1,50.08,1.0
21494,167,5,53,2,0,1,1,0,0,82687,0,52.24,1.0
21128,99,3,29,2,1,1,0,1,0,83361,0,50.99,2.0
15720,152,27,30,1,0,0,0,2,0,57161,1,47.93,3.0
15048,255,8,43,3,0,0,1,3,1,109320,1,54.16,4.0
26631,172,6,44,0,1,0,1,1,1,27866,0,58.64,2.0
20082,177,5,51,1,0,1,1,1,0,53889,0,49.64,1.0
22147,43,36,57,1,1,0,1,0,0,53916,1,48.5,0.0
16522,43,36,25,1,0,0,0,1,0,56880,0,48.52,1.0
22201,245,36,47,2,0,0,1,3,1,85533,1,53.51,1.0
25972,252,34,41,3,0,1,1,1,0,109072,0,51.35,3.0
17885,189,38,42,3,1,0,1,4,0,110148,0,52.17,4.0
13419,34,51,39,3,0,0,1,2,1,103959,1,55.47,2.0
15827,96,51,25,1,0,1,0,1,0,54230,0,49.34,1.0
26644,196,51,46,4,0,1,1,2,0,133903,1,54.91,3.0
20335,77,6,42,2,1,1,1,1,0,79311,1,57.12,3.0
28170,109,6,43,2,0,0,1,2,0,84084,1,49.84,2.0
26306,106,6,35,1,1,1,0,2,0,54821,1,51.55,3.0
14739,130,6,50,2,1,0,1,2,1,77748,1,56.89,2.0
19748,170,27,58,0,1,0,1,0,2,27122,0,46.82,1.0
14969,92,15,41,1,1,1,0,0,0,62520,1,50.43,2.0
22061,56,6,26,1,0,1,0,1,0,55096,0,48.2,2.0
21464,135,5,59,2,1,0,1,2,1,83229,1,54.53,3.0
23570,152,27,65,1,0,0,1,0,0,60347,0,48.28,3.0
11259,215,34,39,0,0,0,0,0,1,27006,0,47.03,2.0
23631,213,7,55,1,1,1,1,0,0,56071,0,53.02,1.0
17165,132,6,54,1,1,1,1,0,0,51705,1,48.04,2.0
28860,176,6,38,2,1,0,1,0,1,87993,1,61.69,4.0
21309,221,6,49,2,0,0,1,2,0,81913,1,50.37,2.0
18266,156,49,41,1,0,1,0,0,0,55838,1,51.84,3.0
26936,92,15,45,0,0,1,0,1,0,32924,0,48.47,2.0
19540,129,51,45,4,0,0,1,2,2,136633,1,52.44,3.0
23475,34,51,70,0,1,0,1,1,0,28954,0,45.77,4.0
15557,178,6,44,2,1,0,1,1,0,78271,0,54.57,2.0
28144,267,51,30,1,1,1,0,0,0,54082,1,52.55,2.0
25222,156,49,43,3,0,1,1,2,0,102019,1,51.15,2.0
24481,111,36,46,1,1,0,1,1,0,58336,1,55.31,3.0
26137,204,36,37,3,1,0,1,2,0,106235,1,50.93,3.0
28577,125,51,38,4,1,0,1,1,0,132506,0,55.78,4.0
22223,159,6,47,1,0,0,1,0,2,61547,1,52.04,2.0
16903,222,6,66,4,1,1,1,2,1,134871,1,54.78,4.0
12277,100,8,35,1,0,1,0,1,0,51970,0,48.52,1.0
23849,153,51,33,4,0,1,1,3,0,129017,1,52.94,4.0
27965,161,8,55,1,0,1,1,1,0,51980,0,49.82,1.0
18258,154,27,36,3,0,1,0,1,0,107530,0,53.85,3.0
15469,222,6,34,2,1,0,1,1,0,80444,1,49.84,4.0
24412,82,6,42,3,0,1,1,2,0,105715,1,52.54,2.0
29260,77,6,69,2,1,1,1,0,0,77151,1,53.76,4.0
19547,123,6,46,2,0,0,1,1,0,81669,0,50.68,3.0
28680,162,34,38,2,0,1,0,2,0,81432,0,53.33,4.0
21877,75,27,28,0,1,1,0,0,0,34298,1,49.64,3.0
20141,94,29,46,3,0,0,1,1,0,107934,0,50.55,3.0
27061,194,5,31,3,0,1,0,2,0,109457,1,55.18,4.0
23147,172,6,34,1,1,0,0,1,1,54266,1,48.71,3.0
14169,212,53,36,0,0,1,0,0,0,26150,0,45.07,1.0
19142,221,6,38,3,1,0,1,3,1,112302,1,65.29,4.0
20199,172,6,45,2,0,0,1,3,1,81542,1,52.28,4.0
12114,157,5,53,1,1,0,1,2,1,51854,1,48.96,1.0
26343,232,51,39,1,0,1,0,0,0,54153,1,49.83,3.0
28322,160,27,40,3,1,1,1,1,0,105736,0,60.95,3.0
19498,255,8,25,1,0,1,0,2,0,54626,1,49.02,2.0
14131,75,27,26,2,1,0,0,2,0,83144,1,49.95,3.0
15157,167,5,63,4,1,0,1,2,2,135029,1,52.19,4.0
11199,38,6,58,1,0,0,1,0,0,52476,1,48.37,3.0
28902,179,37,51,2,0,1,1,0,0,84807,0,51.68,3.0
12016,77,6,29,0,0,1,0,0,0,36634,1,47.45,1.0
16065,168,6,35,2,0,1,0,3,0,84866,0,52.34,3.0
27085,173,5,34,2,1,0,1,1,1,79867,1,51.3,3.0
12707,226,51,63,1,1,0,1,0,0,51783,0,48.34,4.0
15046,253,8,61,1,0,0,1,1,1,55768,1,49.91,4.0
21710,208,5,46,2,0,0,1,2,1,80690,1,53.74,2.0
24292,109,6,30,0,0,0,0,0,0,30247,1,46.58,1.0
28225,219,6,47,2,1,0,1,2,0,83705,1,54.01,2.0
19101,75,27,34,3,0,1,0,2,0,106597,0,50.76,3.0
24775,77,6,33,1,0,0,0,0,1,60958,1,48.95,4.0
17608,202,51,39,3,1,1,1,2,0,111130,1,63.85,3.0
25440,81,6,39,1,1,0,1,0,0,53604,1,48.03,3.0
24290,9,51,30,1,0,0,0,1,0,57269,0,48.55,1.0
18599,125,51,40,1,1,1,0,2,0,61287,1,51.94,3.0
23548,247,5,28,2,0,1,0,1,0,77098,0,49.88,1.0
14271,232,51,30,1,1,0,0,2,0,52607,1,47.88,1.0
16221,37,51,51,4,1,0,1,2,0,130743,1,56.86,3.0
20366,114,6,44,1,1,0,1,0,1,59358,1,50.77,1.0
28583,254,51,50,1,1,0,1,0,1,54025,1,58.93,1.0
24977,250,5,55,2,0,0,1,2,1,79556,1,52.52,2.0
22988,203,27,64,4,0,0,1,1,0,128521,0,52.14,3.0
21042,216,15,52,1,1,0,1,1,1,51642,1,60.33,2.0
22825,16,8,52,1,0,1,1,2,0,52484,1,48.06,2.0
29385,14,15,41,0,1,1,0,0,0,30051,1,54.72,1.0
26269,135,5,47,0,0,0,1,1,1,25495,0,46.72,0.0
18335,111,36,62,4,1,0,1,2,1,136250,1,52.89,3.0
19525,247,5,44,1,0,1,0,0,0,51351,1,50.49,3.0
22072,265,6,41,4,1,1,1,2,0,134516,1,54.09,3.0
17240,175,27,31,1,1,0,0,2,0,58340,1,47.92,2.0
29014,96,51,54,2,1,0,1,3,1,78194,1,51.27,2.0
11814,131,34,34,0,1,0,0,0,1,27849,0,44.95,4.0
25304,236,8,32,0,1,1,0,0,0,31315,0,45.82,0.0
28364,189,38,36,4,0,0,1,2,2,133103,1,55.68,4.0
15070,189,38,35,2,1,1,0,1,0,85953,1,53.66,1.0
21073,122,3,39,2,0,1,0,0,0,78356,1,53.89,1.0
19136,102,51,38,4,1,0,1,2,0,132022,1,59.88,4.0
21074,184,8,39,3,0,0,1,2,0,103281,1,52.11,3.0
27164,16,8,32,0,1,1,0,0,0,36326,0,47.59,0.0
17610,219,6,39,2,0,1,0,2,0,80632,1,51.45,3.0
29291,119,36,41,1,0,0,1,1,0,54443,0,48.16,3.0
27808,61,53,39,1,1,0,1,1,1,53720,1,51.27,2.0
13715,66,6,51,4,1,0,1,2,2,138094,1,57.58,3.0
23204,232,51,40,2,0,1,0,2,0,81168,0,53.38,3.0
19846,215,34,61,3,1,0,1,0,0,110907,1,51.67,3.0
18077,73,5,57,1,1,0,1,2,0,55051,0,48.71,2.0
14192,188,39,54,1,1,0,1,1,1,60460,1,50.25,1.0
12436,37,51,49,3,1,0,1,1,0,113065,0,56.2,2.0
12751,99,3,34,2,0,1,0,2,0,78659,1,51.01,2.0
26370,24,30,39,1,0,0,1,0,1,60825,1,49.8,1.0
17751,94,29,46,1,1,1,0,0,0,51307,1,54.85,2.0
21357,102,51,63,4,0,1,1,2,1,135850,1,53.04,4.0
26851,24,30,41,1,0,1,0,1,0,56139,0,50.17,1.0
19939,236,8,54,3,1,0,1,1,0,106292,1,54.08,2.0
17590,162,34,34,2,1,0,1,0,1,86492,1,53.3,4.0
22922,111,36,36,2,0,1,0,2,0,78270,1,49.89,3.0
16231,9,51,49,2,0,0,1,2,1,76306,1,51.6,2.0
20954,158,26,30,0,1,1,0,0,0,26611,0,49.1,0.0
27727,219,6,25,1,0,1,0,1,0,53598,0,50.0,1.0
24268,134,27,54,1,0,0,1,1,1,55540,1,48.25,0.0
12908,202,51,33,4,1,0,1,2,0,138508,0,52.1,4.0
24938,226,51,65,3,0,0,1,0,0,103553,1,50.42,4.0
20842,115,13,44,3,1,1,1,2,0,106124,1,61.62,3.0
13827,104,15,27,2,1,0,0,3,0,87137,0,50.42,2.0
26825,115,15,38,1,1,0,1,0,0,53321,0,56.64,0.0
22442,120,8,35,3,0,1,0,2,0,106613,1,51.41,3.0
23344,111,36,47,1,0,1,1,0,0,53096,1,47.62,1.0
28227,196,51,48,1,1,1,1,1,0,60793,1,52.1,0.0
16411,179,37,40,0,1,1,0,1,0,30763,0,59.24,0.0
12925,36,6,38,4,0,0,1,0,0,135185,0,52.68,4.0
28605,109,6,48,1,1,1,1,1,0,57677,0,59.09,0.0
16051,144,29,48,2,1,0,1,1,1,78065,1,59.07,3.0
15535,38,6,41,2,1,0,1,2,1,82159,1,55.33,3.0
14684,108,49,40,3,1,0,1,3,1,104925,1,60.88,3.0
24098,89,15,39,1,0,1,0,2,0,53762,1,50.67,2.0
15718,88,27,28,2,0,0,0,0,0,85651,0,50.85,3.0
17774,92,15,36,2,0,0,1,1,1,78680,1,50.72,2.0
17709,100,8,43,4,1,0,1,2,0,138681,1,53.75,4.0
27781,147,8,39,2,1,1,0,0,0,86677,1,53.75,1.0
15057,147,8,45,2,0,1,1,0,0,84713,1,50.43,2.0
27418,265,6,56,3,0,1,1,3,0,102387,1,51.8,2.0
13647,95,36,34,0,1,1,0,0,0,26017,0,47.35,0.0
13807,93,15,40,2,1,1,0,2,0,78140,1,56.06,2.0
22804,115,13,50,1,0,0,1,2,0,57071,0,49.02,2.0
22117,247,5,51,0,0,0,1,1,0,36338,0,47.0,4.0
26032,203,27,39,1,0,0,1,2,0,55936,0,48.44,3.0
18593,202,51,39,1,0,1,0,2,0,59776,0,49.16,3.0
25858,162,34,59,1,0,1,1,1,0,53200,0,50.59,0.0
26154,95,36,42,0,1,0,1,0,2,33934,1,50.69,2.0
28521,93,15,35,1,1,1,0,0,0,58601,0,49.56,4.0
27768,182,19,37,2,0,1,0,3,0,78945,0,51.41,1.0
26883,251,29,28,0,0,1,0,0,0,32044,0,48.07,1.0
16325,209,8,91,3,0,1,1,2,1,112047,1,53.7,2.0
26991,166,37,32,2,1,0,1,0,0,79952,1,49.27,1.0
20805,122,3,49,0,1,0,1,1,0,35702,1,52.27,2.0
27333,237,37,56,1,0,0,1,0,1,57286,1,48.22,2.0
13902,81,6,35,1,1,0,0,0,0,57036,1,49.26,4.0
21475,87,6,56,2,0,0,1,2,1,82552,1,52.33,3.0
15883,82,6,59,4,1,0,1,1,1,130517,1,55.81,3.0
25781,147,8,60,0,1,1,1,0,0,32990,1,48.65,3.0
25045,9,51,30,0,0,0,0,1,0,35976,0,46.76,1.0
15594,112,27,37,2,0,1,0,0,0,80570,1,52.34,4.0
13306,223,6,49,1,0,0,1,1,0,58899,1,48.79,1.0
13666,113,3,31,1,0,1,0,0,0,61956,0,52.08,0.0
28613,102,51,48,0,1,0,1,1,0,27870,0,46.65,1.0
14676,112,27,37,1,1,1,0,2,0,51704,1,52.13,3.0
28427,147,8,27,3,0,1,0,0,0,105891,0,54.67,2.0
15213,121,44,43,2,0,0,1,3,0,82216,1,49.39,2.0
18588,225,51,39,1,0,1,0,1,0,58372,0,48.93,3.0
18841,227,5,68,1,0,0,1,1,1,56626,1,52.89,2.0
13288,114,6,41,1,1,0,1,2,0,53367,0,55.4,2.0
22022,201,6,27,0,1,1,0,0,0,28750,0,45.95,0.0
13197,167,5,61,1,0,0,1,2,0,59994,0,49.44,4.0
14174,14,15,59,1,1,0,1,2,1,54516,1,51.71,1.0
14092,9,51,27,1,1,1,0,1,0,53750,1,51.76,0.0
11646,37,51,35,1,0,1,0,0,0,57716,1,52.75,3.0
23358,77,6,30,0,1,0,0,0,0,28383,0,46.04,1.0
17853,105,37,31,0,1,1,0,0,0,36569,0,51.24,0.0
12786,8,6,48,3,1,0,1,3,2,109581,1,54.34,2.0
21487,176,6,55,2,0,1,1,0,0,76776,1,50.13,2.0
20772,265,6,46,4,0,1,1,2,0,137727,1,54.32,4.0
18376,176,6,48,1,0,0,1,2,1,55340,1,51.74,2.0
12046,218,6,30,0,0,1,0,1,0,27779,0,49.83,2.0
17154,36,6,55,1,1,0,1,0,0,56833,1,51.51,3.0
28498,248,9,45,0,0,1,0,0,0,33026,1,49.25,1.0
14114,82,6,32,2,0,0,1,1,0,78520,0,50.52,2.0
12137,176,6,72,1,1,0,1,1,0,54573,1,47.49,4.0
26009,90,6,45,4,1,0,1,1,1,128329,1,61.65,4.0
24857,63,8,50,1,0,0,1,0,1,57689,1,52.41,1.0
28106,114,6,27,0,0,0,0,1,0,36575,1,46.85,2.0
18182,14,37,56,0,0,1,1,0,0,32896,0,49.24,0.0
20140,101,13,46,2,1,0,1,0,0,81432,1,51.21,3.0
20370,125,51,50,0,1,0,1,1,1,34554,0,52.58,0.0
12631,189,38,60,1,1,1,1,1,1,54375,1,50.17,1.0
11743,233,6,46,3,1,0,1,2,2,111563,1,57.54,3.0
20516,259,6,57,2,1,0,1,1,1,85889,1,52.65,2.0
28268,81,6,43,1,0,1,0,0,0,62077,1,50.78,1.0
20481,172,6,42,2,1,0,1,2,1,78344,1,59.05,1.0
17194,258,30,50,1,1,0,1,0,1,52349,1,57.08,2.0
12747,115,13,33,1,0,1,0,1,0,61820,0,50.47,0.0
20784,36,6,45,4,1,0,1,3,1,128425,1,62.7,4.0
28419,142,9,42,2,0,0,1,2,2,84402,1,53.02,3.0
17301,175,27,40,3,1,1,1,1,0,108902,0,58.43,3.0
